0,-45,0,-135,0,90,45
-1.5,8.2,1.6,-82.9,-0.2,91,45.1
0,-45,0,-135,0,90,45
21.8,-3.7,0,-97.7,0,93.9,66.8
-24,-12,0,-106.8,0,94.7,21
21.8,-3.7,0,-97.7,0,93.9,66.8
33.6,-35,0,-126.8,0,91.7,78.7
-24,-12,0,-106.8,0,94.7,21
33.6,-35,0,-126.8,0,91.7,78.7
-33.7,-35,0,-126.7,0,91.7,11.3
21.8,-3.7,0,-97.7,0,93.9,66.8
-33.7,-35,0,-126.7,0,91.7,11.3
