0.3, 0.0, 0.5, -180, 0.0, 0.0
0.6, 0.0, 0.5, -180, 0.0, 0.0
0.3, 0.0, 0.5, -180, 0.0, 0.0

0.45, -0.2, 0.5, -180, 0.0, 0.0
0.45, 0.2, 0.5, -180, 0.0, 0.0
0.45, -0.2, 0.5, -180, 0.0, 0.0

0.3, -0.2, 0.5, -180, 0.0, 0.0
0.5, 0.2, 0.5, -180, 0.0, 0.0
0.3, -0.2, 0.5, -180, 0.0, 0.0

0.3, 0.2, 0.5, -180, 0.0, 0.0
0.5, -0.2, 0.5, -180, 0.0, 0.0
0.3, 0.2, 0.5, -180, 0.0, 0.0

0.4, -0.2, 0.3, -180, 0.0, 0.0
0.4, 0.0, 0.5, -180, 0.0, 0.0
0.4, 0.2, 0.3, -180, 0.0, 0.0
0.4, 0.0, 0.5, -180, 0.0, 0.0
0.4, -0.2, 0.3, -180, 0.0, 0.0

0.5, 0.0, 0.3, -180, 0.0, 0.0
0.4, 0.0, 0.5, -180, 0.0, 0.0
0.3, 0.0, 0.3, -180, 0.0, 0.0
0.4, 0.0, 0.5, -180, 0.0, 0.0
0.5, 0.0, 0.3, -180, 0.0, 0.0

0.5, -0.2, 0.3, -180, 0.0, 0.0
0.4, 0.0, 0.5, -180, 0.0, 0.0
0.3, 0.2, 0.3, -180, 0.0, 0.0
0.4, 0.0, 0.5, -180, 0.0, 0.0
0.5, -0.2, 0.3, -180, 0.0, 0.0

0.5, 0.2, 0.3, -180, 0.0, 0.0
0.4, 0.0, 0.5, -180, 0.0, 0.0
0.3, -0.2, 0.3, -180, 0.0, 0.0
0.4, 0.0, 0.5, -180, 0.0, 0.0
0.5, 0.2, 0.3, -180, 0.0, 0.0

0.4, 0.0, 0.6, -180, 0.0, 0.0
0.4, 0.0, 0.2, -180, 0.0, 0.0
0.4, 0.0, 0.6, -180, 0.0, 0.0
